order_id,customer_id,product_id,order_date,quantity,total_price
61,7803,132,2023-01-03 12:00:00,2,797.24
62,4852,103,2023-01-03 13:00:00,2,2457.76
63,6416,149,2023-01-03 14:00:00,1,1416.39
64,7222,119,2023-01-03 15:00:00,3,4564.53
65,9384,127,2023-01-03 16:00:00,2,2383.8
66,9830,122,2023-01-03 17:00:00,1,1159.68
67,8527,121,2023-01-03 18:00:00,4,6931.36
68,5285,148,2023-01-03 19:00:00,3,4258.200000000001
69,5457,149,2023-01-03 20:00:00,4,5665.56
70,4226,129,2023-01-03 21:00:00,2,1231.76
71,8673,117,2023-01-03 22:00:00,3,3481.71
72,8131,111,2023-01-03 23:00:00,4,1906.24
73,8373,110,2023-01-04 00:00:00,3,5905.38
74,9331,112,2023-01-04 01:00:00,1,1064.33
75,8887,137,2023-01-04 02:00:00,3,4164.299999999999
76,9324,119,2023-01-04 03:00:00,1,1521.51
77,4354,135,2023-01-04 04:00:00,1,971.76
78,1166,101,2023-01-04 05:00:00,3,1559.28
79,7985,131,2023-01-04 06:00:00,2,3359.86
80,739,148,2023-01-04 07:00:00,4,5677.6
81,4587,114,2023-01-04 08:00:00,2,2831.04
82,6043,136,2023-01-04 09:00:00,4,1749.44
83,9691,143,2023-01-04 10:00:00,2,2251.22
84,474,101,2023-01-04 11:00:00,2,1039.52
85,4668,145,2023-01-04 12:00:00,1,1082.69
86,6531,120,2023-01-04 13:00:00,1,308.64
87,3478,136,2023-01-04 14:00:00,4,1749.44
88,9066,124,2023-01-04 15:00:00,4,7045.36
89,8406,129,2023-01-04 16:00:00,1,615.88
90,5834,109,2023-01-04 17:00:00,4,2689.32
91,5041,131,2023-01-04 18:00:00,3,5039.79
92,4916,108,2023-01-04 19:00:00,3,982.92
93,2002,136,2023-01-04 20:00:00,2,874.72
94,2811,121,2023-01-04 21:00:00,3,5198.5199999999995
95,1131,107,2023-01-04 22:00:00,3,5103.36
96,4020,127,2023-01-04 23:00:00,3,3575.7000000000003
97,69,127,2023-01-05 00:00:00,1,1191.9
98,5874,128,2023-01-05 01:00:00,1,1381.63
99,5106,121,2023-01-05 02:00:00,3,5198.5199999999995
100,1788,120,2023-01-05 03:00:00,2,617.28
101,4689,124,2023-01-05 04:00:00,3,5284.0199999999995
102,5122,139,2023-01-05 05:00:00,4,640.68
103,645,114,2023-01-05 06:00:00,1,1415.52
104,7452,147,2023-01-05 07:00:00,3,1931.31
105,2786,108,2023-01-05 08:00:00,3,982.92
106,9619,120,2023-01-05 09:00:00,3,925.92
107,7445,138,2023-01-05 10:00:00,1,1448.48
108,8824,133,2023-01-05 11:00:00,2,2922.02
109,540,113,2023-01-05 12:00:00,3,708.84
110,9105,138,2023-01-05 13:00:00,2,2896.96
111,4868,142,2023-01-05 14:00:00,2,2361.06
112,1239,113,2023-01-05 15:00:00,2,472.56
113,1555,140,2023-01-05 16:00:00,1,415.97
114,2489,145,2023-01-05 17:00:00,4,4330.76
115,774,137,2023-01-05 18:00:00,1,1388.1
116,7234,110,2023-01-05 19:00:00,3,5905.38
117,6429,132,2023-01-05 20:00:00,1,398.62
118,1632,131,2023-01-05 21:00:00,4,6719.72
119,4832,115,2023-01-05 22:00:00,1,751.75
120,5532,143,2023-01-05 23:00:00,1,1125.61
121,1334,111,2023-01-06 00:00:00,4,1906.24
122,4825,140,2023-01-06 01:00:00,3,1247.91
123,2276,107,2023-01-06 02:00:00,1,1701.12
124,4146,103,2023-01-06 03:00:00,2,2457.76
125,89,116,2023-01-06 04:00:00,4,3113.12
126,137,108,2023-01-06 05:00:00,2,655.28
127,509,127,2023-01-06 06:00:00,2,2383.8
128,8005,117,2023-01-06 07:00:00,4,4642.28
129,8265,135,2023-01-06 08:00:00,2,1943.52
130,6783,128,2023-01-06 09:00:00,2,2763.26
131,5989,106,2023-01-06 10:00:00,4,1077.24
132,4398,117,2023-01-06 11:00:00,4,4642.28
133,1233,126,2023-01-06 12:00:00,4,2954.4
134,4197,110,2023-01-06 13:00:00,1,1968.46
135,4681,106,2023-01-06 14:00:00,2,538.62
136,9879,140,2023-01-06 15:00:00,4,1663.88
137,66,132,2023-01-06 16:00:00,3,1195.8600000000001
138,2182,109,2023-01-06 17:00:00,1,672.33
139,8963,114,2023-01-06 18:00:00,2,2831.04
140,5501,114,2023-01-06 19:00:00,3,4246.5599999999995
141,8378,107,2023-01-06 20:00:00,3,5103.36
142,535,124,2023-01-06 21:00:00,2,3522.68
143,6917,115,2023-01-06 22:00:00,4,3007.0
144,9370,149,2023-01-06 23:00:00,3,4249.17
145,6177,126,2023-01-07 00:00:00,3,2215.8
146,90,134,2023-01-07 01:00:00,3,3346.83
147,8498,115,2023-01-07 02:00:00,2,1503.5
148,198,130,2023-01-07 03:00:00,2,2997.34
149,4573,102,2023-01-07 04:00:00,3,2186.19
150,960,130,2023-01-07 05:00:00,4,5994.68
151,2876,106,2023-01-07 06:00:00,1,269.31
152,1678,113,2023-01-07 07:00:00,3,708.84
153,6162,148,2023-01-07 08:00:00,1,1419.4
154,5301,122,2023-01-07 09:00:00,2,2319.36
155,8106,127,2023-01-07 10:00:00,2,2383.8
156,185,132,2023-01-07 11:00:00,1,398.62
157,2921,130,2023-01-07 12:00:00,1,1498.67
158,100,117,2023-01-07 13:00:00,4,4642.28
159,2187,114,2023-01-07 14:00:00,4,5662.08
160,5469,125,2023-01-07 15:00:00,3,2853.96
161,2362,140,2023-01-07 16:00:00,4,1663.88
162,6479,106,2023-01-07 17:00:00,1,269.31
163,8438,141,2023-01-07 18:00:00,1,981.08
164,7918,130,2023-01-07 19:00:00,3,4496.01
165,578,148,2023-01-07 20:00:00,4,5677.6
166,946,108,2023-01-07 21:00:00,4,1310.56
167,3020,107,2023-01-07 22:00:00,4,6804.48
168,2130,142,2023-01-07 23:00:00,2,2361.06
169,8715,105,2023-01-08 00:00:00,2,2781.28
170,1844,122,2023-01-08 01:00:00,2,2319.36
171,9760,127,2023-01-08 02:00:00,3,3575.7000000000003
172,5983,101,2023-01-08 03:00:00,1,519.76
173,70,110,2023-01-08 04:00:00,2,3936.92
174,8733,109,2023-01-08 05:00:00,2,1344.66
175,2143,145,2023-01-08 06:00:00,1,1082.69
176,8272,119,2023-01-08 07:00:00,2,3043.02
177,4580,118,2023-01-08 08:00:00,3,3942.66
178,3986,145,2023-01-08 09:00:00,4,4330.76
179,8377,150,2023-01-08 10:00:00,2,2278.08
180,8759,128,2023-01-08 11:00:00,3,4144.89
181,5081,105,2023-01-08 12:00:00,1,1390.64
182,5461,117,2023-01-08 13:00:00,1,1160.57
183,8709,120,2023-01-08 14:00:00,4,1234.56
184,8701,149,2023-01-08 15:00:00,2,2832.78
185,6829,126,2023-01-08 16:00:00,4,2954.4
186,3425,117,2023-01-08 17:00:00,3,3481.71
187,8765,121,2023-01-08 18:00:00,1,1732.84
188,2930,126,2023-01-08 19:00:00,1,738.6
189,2635,136,2023-01-08 20:00:00,1,437.36
190,1683,133,2023-01-08 21:00:00,4,5844.04
191,1344,136,2023-01-08 22:00:00,2,874.72
192,8792,107,2023-01-08 23:00:00,3,5103.36
193,3839,122,2023-01-09 00:00:00,1,1159.68
194,6081,127,2023-01-09 01:00:00,1,1191.9
195,5430,128,2023-01-09 02:00:00,3,4144.89
196,6675,140,2023-01-09 03:00:00,3,1247.91
197,4897,103,2023-01-09 04:00:00,4,4915.52
198,5365,106,2023-01-09 05:00:00,4,1077.24
199,368,117,2023-01-09 06:00:00,4,4642.28
200,163,139,2023-01-09 07:00:00,4,640.68
201,6826,120,2023-01-09 08:00:00,1,308.64
202,3367,117,2023-01-09 09:00:00,1,1160.57
203,743,128,2023-01-09 10:00:00,1,1381.63
204,7950,110,2023-01-09 11:00:00,3,5905.38
205,6632,125,2023-01-09 12:00:00,4,3805.28
206,6221,135,2023-01-09 13:00:00,1,971.76
207,3586,109,2023-01-09 14:00:00,2,1344.66
208,4225,143,2023-01-09 15:00:00,1,1125.61
209,9549,134,2023-01-09 16:00:00,1,1115.61
210,8819,124,2023-01-09 17:00:00,3,5284.0199999999995
211,8249,107,2023-01-09 18:00:00,1,1701.12
212,6617,134,2023-01-09 19:00:00,1,1115.61
213,252,119,2023-01-09 20:00:00,4,6086.04
214,9934,118,2023-01-09 21:00:00,2,2628.44
215,8217,127,2023-01-09 22:00:00,3,3575.7000000000003
216,2182,117,2023-01-09 23:00:00,3,3481.71
217,5040,150,2023-01-10 00:00:00,4,4556.16
218,4383,109,2023-01-10 01:00:00,4,2689.32
219,1264,133,2023-01-10 02:00:00,1,1461.01
220,4607,124,2023-01-10 03:00:00,1,1761.34
221,4966,116,2023-01-10 04:00:00,4,3113.12
222,2043,103,2023-01-10 05:00:00,1,1228.88
223,1533,143,2023-01-10 06:00:00,1,1125.61
224,7563,102,2023-01-10 07:00:00,1,728.73
225,5633,146,2023-01-10 08:00:00,2,3462.8
226,7576,103,2023-01-10 09:00:00,3,3686.6400000000003
227,647,112,2023-01-10 10:00:00,2,2128.66
228,6657,105,2023-01-10 11:00:00,1,1390.64
229,9365,110,2023-01-10 12:00:00,4,7873.84
230,863,123,2023-01-10 13:00:00,4,7781.44
231,9403,139,2023-01-10 14:00:00,3,480.51
232,7223,149,2023-01-10 15:00:00,1,1416.39
233,7697,150,2023-01-10 16:00:00,3,3417.12
234,3356,146,2023-01-10 17:00:00,3,5194.200000000001
235,7584,127,2023-01-10 18:00:00,2,2383.8
236,3781,129,2023-01-10 19:00:00,4,2463.52
237,4490,101,2023-01-10 20:00:00,3,1559.28
238,2677,136,2023-01-10 21:00:00,1,437.36
239,8450,142,2023-01-10 22:00:00,2,2361.06
240,3322,102,2023-01-10 23:00:00,4,2914.92
241,3322,140,2023-01-11 00:00:00,4,1663.88
242,9793,106,2023-01-11 01:00:00,4,1077.24
243,3478,107,2023-01-11 02:00:00,1,1701.12
244,6100,102,2023-01-11 03:00:00,1,728.73
245,8453,139,2023-01-11 04:00:00,2,320.34
246,5595,121,2023-01-11 05:00:00,1,1732.84
247,1116,135,2023-01-11 06:00:00,1,971.76
248,835,118,2023-01-11 07:00:00,1,1314.22
249,1153,132,2023-01-11 08:00:00,4,1594.48
250,4171,121,2023-01-11 09:00:00,1,1732.84
251,9322,139,2023-01-11 10:00:00,2,320.34
252,3892,135,2023-01-11 11:00:00,1,971.76
253,628,145,2023-01-11 12:00:00,4,4330.76
254,4586,121,2023-01-11 13:00:00,1,1732.84
255,9325,130,2023-01-11 14:00:00,1,1498.67
256,5948,139,2023-01-11 15:00:00,3,480.51
257,462,102,2023-01-11 16:00:00,1,728.73
258,5168,150,2023-01-11 17:00:00,3,3417.12
259,5860,125,2023-01-11 18:00:00,4,3805.28
260,8883,118,2023-01-11 19:00:00,2,2628.44
261,8269,136,2023-01-11 20:00:00,3,1312.08
262,8326,121,2023-01-11 21:00:00,3,5198.5199999999995
263,2897,148,2023-01-11 22:00:00,4,5677.6
264,6113,102,2023-01-11 23:00:00,1,728.73
265,3301,130,2023-01-12 00:00:00,3,4496.01
266,5299,126,2023-01-12 01:00:00,3,2215.8
267,4500,118,2023-01-12 02:00:00,1,1314.22
268,8239,112,2023-01-12 03:00:00,2,2128.66
269,7668,130,2023-01-12 04:00:00,3,4496.01
270,4391,119,2023-01-12 05:00:00,4,6086.04
271,451,109,2023-01-12 06:00:00,2,1344.66
272,7563,144,2023-01-12 07:00:00,1,841.53
273,5317,118,2023-01-12 08:00:00,4,5256.88
274,5338,136,2023-01-12 09:00:00,2,874.72
275,7842,117,2023-01-12 10:00:00,4,4642.28
276,6293,138,2023-01-12 11:00:00,3,4345.4400000000005
277,4813,143,2023-01-12 12:00:00,3,3376.83
278,841,149,2023-01-12 13:00:00,3,4249.17
279,6564,121,2023-01-12 14:00:00,4,6931.36
280,6211,122,2023-01-12 15:00:00,4,4638.72
281,6007,149,2023-01-12 16:00:00,2,2832.78
282,7975,147,2023-01-12 17:00:00,4,2575.08
283,6467,129,2023-01-12 18:00:00,3,1847.6399999999999
284,2603,104,2023-01-12 19:00:00,1,826.46
285,8114,118,2023-01-12 20:00:00,3,3942.66
286,7317,131,2023-01-12 21:00:00,1,1679.93
287,6885,132,2023-01-12 22:00:00,3,1195.8600000000001
288,950,142,2023-01-12 23:00:00,1,1180.53
289,2721,132,2023-01-13 00:00:00,3,1195.8600000000001
290,7175,103,2023-01-13 01:00:00,1,1228.88
291,5416,136,2023-01-13 02:00:00,4,1749.44
292,2416,119,2023-01-13 03:00:00,2,3043.02
293,9390,109,2023-01-13 04:00:00,1,672.33
294,1161,145,2023-01-13 05:00:00,4,4330.76
295,838,128,2023-01-13 06:00:00,3,4144.89
296,8895,111,2023-01-13 07:00:00,3,1429.68
297,3372,119,2023-01-13 08:00:00,1,1521.51
298,7824,108,2023-01-13 09:00:00,1,327.64
299,2221,147,2023-01-13 10:00:00,4,2575.08
300,5434,145,2023-01-13 11:00:00,3,3248.07
301,4491,134,2023-01-13 12:00:00,2,2231.22
302,4531,147,2023-01-13 13:00:00,2,1287.54
303,1265,146,2023-01-13 14:00:00,2,3462.8
304,4310,116,2023-01-13 15:00:00,3,2334.84
305,3307,126,2023-01-13 16:00:00,3,2215.8
306,2169,147,2023-01-13 17:00:00,1,643.77
307,6736,104,2023-01-13 18:00:00,1,826.46
308,4731,138,2023-01-13 19:00:00,2,2896.96
309,8672,111,2023-01-13 20:00:00,3,1429.68
310,9605,142,2023-01-13 21:00:00,3,3541.59
311,4702,117,2023-01-13 22:00:00,2,2321.14
312,3269,119,2023-01-13 23:00:00,3,4564.53
313,6504,110,2023-01-14 00:00:00,2,3936.92
314,9590,133,2023-01-14 01:00:00,2,2922.02
315,9620,115,2023-01-14 02:00:00,4,3007.0
316,6400,130,2023-01-14 03:00:00,1,1498.67
317,7713,132,2023-01-14 04:00:00,1,398.62
318,6636,125,2023-01-14 05:00:00,4,3805.28
319,6738,134,2023-01-14 06:00:00,4,4462.44
320,6737,136,2023-01-14 07:00:00,2,874.72
321,8967,105,2023-01-14 08:00:00,1,1390.64
322,3584,126,2023-01-14 09:00:00,1,738.6
323,5794,146,2023-01-14 10:00:00,2,3462.8
324,9561,105,2023-01-14 11:00:00,4,5562.56
325,5743,138,2023-01-14 12:00:00,2,2896.96
326,5642,113,2023-01-14 13:00:00,2,472.56
327,3772,150,2023-01-14 14:00:00,4,4556.16
328,421,142,2023-01-14 15:00:00,2,2361.06
329,9671,124,2023-01-14 16:00:00,2,3522.68
330,4076,150,2023-01-14 17:00:00,2,2278.08
331,8654,141,2023-01-14 18:00:00,4,3924.32
332,3281,113,2023-01-14 19:00:00,3,708.84
333,7323,137,2023-01-14 20:00:00,1,1388.1
334,1148,143,2023-01-14 21:00:00,2,2251.22
335,5395,145,2023-01-14 22:00:00,2,2165.38
336,7023,102,2023-01-14 23:00:00,4,2914.92
337,7626,149,2023-01-15 00:00:00,4,5665.56
338,7921,105,2023-01-15 01:00:00,2,2781.28
339,8553,101,2023-01-15 02:00:00,4,2079.04
340,7914,132,2023-01-15 03:00:00,3,1195.8600000000001
341,939,135,2023-01-15 04:00:00,4,3887.04
342,6837,128,2023-01-15 05:00:00,1,1381.63
343,6926,133,2023-01-15 06:00:00,1,1461.01
344,8030,106,2023-01-15 07:00:00,4,1077.24
345,5452,131,2023-01-15 08:00:00,2,3359.86
346,6407,120,2023-01-15 09:00:00,4,1234.56
347,1102,134,2023-01-15 10:00:00,1,1115.61
348,1049,143,2023-01-15 11:00:00,4,4502.44
349,6460,109,2023-01-15 12:00:00,2,1344.66
350,6758,109,2023-01-15 13:00:00,3,2016.9900000000002
351,6809,150,2023-01-15 14:00:00,3,3417.12
352,1476,143,2023-01-15 15:00:00,3,3376.83
353,5890,118,2023-01-15 16:00:00,1,1314.22
354,2652,112,2023-01-15 17:00:00,2,2128.66
355,5438,111,2023-01-15 18:00:00,2,953.12
356,4063,135,2023-01-15 19:00:00,1,971.76
357,8336,106,2023-01-15 20:00:00,3,807.9300000000001
358,659,128,2023-01-15 21:00:00,4,5526.52
359,9049,148,2023-01-15 22:00:00,3,4258.200000000001
360,636,125,2023-01-15 23:00:00,4,3805.28
361,6971,109,2023-01-16 00:00:00,3,2016.9900000000002
362,7476,113,2023-01-16 01:00:00,2,472.56
363,8405,136,2023-01-16 02:00:00,2,874.72
364,6038,103,2023-01-16 03:00:00,3,3686.6400000000003
365,7665,107,2023-01-16 04:00:00,3,5103.36
366,150,111,2023-01-16 05:00:00,3,1429.68
367,4642,123,2023-01-16 06:00:00,2,3890.72
368,4840,122,2023-01-16 07:00:00,1,1159.68
369,7009,109,2023-01-16 08:00:00,2,1344.66
370,5325,135,2023-01-16 09:00:00,2,1943.52
371,4971,114,2023-01-16 10:00:00,3,4246.5599999999995
372,3206,113,2023-01-16 11:00:00,2,472.56
373,8374,119,2023-01-16 12:00:00,1,1521.51
374,4767,116,2023-01-16 13:00:00,3,2334.84
375,4998,144,2023-01-16 14:00:00,1,841.53
376,2919,125,2023-01-16 15:00:00,4,3805.28
377,4289,110,2023-01-16 16:00:00,3,5905.38
378,6520,122,2023-01-16 17:00:00,3,3479.04
379,1959,134,2023-01-16 18:00:00,1,1115.61
380,4701,122,2023-01-16 19:00:00,2,2319.36
381,9985,142,2023-01-16 20:00:00,3,3541.59
382,5231,144,2023-01-16 21:00:00,1,841.53
383,6202,119,2023-01-16 22:00:00,1,1521.51
384,6171,145,2023-01-16 23:00:00,2,2165.38
385,1550,127,2023-01-17 00:00:00,3,3575.7000000000003
386,9809,121,2023-01-17 01:00:00,1,1732.84
387,4710,132,2023-01-17 02:00:00,4,1594.48
388,4362,139,2023-01-17 03:00:00,3,480.51
389,5093,140,2023-01-17 04:00:00,1,415.97
390,8375,117,2023-01-17 05:00:00,4,4642.28
391,4213,122,2023-01-17 06:00:00,4,4638.72
392,8648,126,2023-01-17 07:00:00,2,1477.2
393,6011,116,2023-01-17 08:00:00,3,2334.84
394,859,131,2023-01-17 09:00:00,4,6719.72
395,7750,131,2023-01-17 10:00:00,2,3359.86
396,470,136,2023-01-17 11:00:00,1,437.36
397,2830,148,2023-01-17 12:00:00,3,4258.200000000001
398,6295,125,2023-01-17 13:00:00,4,3805.28
399,7026,113,2023-01-17 14:00:00,4,945.12
400,1462,120,2023-01-17 15:00:00,4,1234.56
401,5472,121,2023-01-17 16:00:00,2,3465.68
402,3481,106,2023-01-17 17:00:00,4,1077.24
403,275,102,2023-01-17 18:00:00,1,728.73
404,9873,111,2023-01-17 19:00:00,3,1429.68
405,4044,121,2023-01-17 20:00:00,4,6931.36
406,3027,148,2023-01-17 21:00:00,4,5677.6
407,7532,119,2023-01-17 22:00:00,3,4564.53
408,8093,148,2023-01-17 23:00:00,2,2838.8
409,4417,102,2023-01-18 00:00:00,3,2186.19
410,1046,115,2023-01-18 01:00:00,4,3007.0
411,7113,121,2023-01-18 02:00:00,3,5198.5199999999995
412,5051,136,2023-01-18 03:00:00,1,437.36
413,681,122,2023-01-18 04:00:00,3,3479.04
414,9460,136,2023-01-18 05:00:00,2,874.72
415,3744,119,2023-01-18 06:00:00,4,6086.04
416,2142,135,2023-01-18 07:00:00,4,3887.04
417,7144,142,2023-01-18 08:00:00,3,3541.59
418,8296,149,2023-01-18 09:00:00,1,1416.39
419,9314,115,2023-01-18 10:00:00,4,3007.0
420,4008,147,2023-01-18 11:00:00,2,1287.54
421,5592,102,2023-01-18 12:00:00,3,2186.19
422,5790,150,2023-01-18 13:00:00,2,2278.08
423,5242,104,2023-01-18 14:00:00,1,826.46
424,2086,108,2023-01-18 15:00:00,3,982.92
425,4412,104,2023-01-18 16:00:00,1,826.46
426,5814,129,2023-01-18 17:00:00,1,615.88
427,3734,140,2023-01-18 18:00:00,1,415.97
428,9461,126,2023-01-18 19:00:00,3,2215.8
429,1230,110,2023-01-18 20:00:00,1,1968.46
430,1346,104,2023-01-18 21:00:00,3,2479.38
431,525,116,2023-01-18 22:00:00,3,2334.84
432,4426,105,2023-01-18 23:00:00,3,4171.92
433,1312,139,2023-01-19 00:00:00,4,640.68
434,5320,112,2023-01-19 01:00:00,3,3192.99
435,8357,125,2023-01-19 02:00:00,3,2853.96
436,9293,125,2023-01-19 03:00:00,2,1902.64
437,8,118,2023-01-19 04:00:00,4,5256.88
438,6587,138,2023-01-19 05:00:00,3,4345.4400000000005
439,5059,114,2023-01-19 06:00:00,2,2831.04
440,1974,140,2023-01-19 07:00:00,1,415.97
441,256,104,2023-01-19 08:00:00,1,826.46
442,4019,145,2023-01-19 09:00:00,2,2165.38
443,6380,106,2023-01-19 10:00:00,3,807.9300000000001
444,5958,137,2023-01-19 11:00:00,2,2776.2
445,8890,149,2023-01-19 12:00:00,1,1416.39
446,7726,125,2023-01-19 13:00:00,2,1902.64
447,3594,141,2023-01-19 14:00:00,1,981.08
448,8573,109,2023-01-19 15:00:00,1,672.33
449,3967,136,2023-01-19 16:00:00,2,874.72
450,8172,139,2023-01-19 17:00:00,1,160.17
451,1396,106,2023-01-19 18:00:00,4,1077.24
452,1168,103,2023-01-19 19:00:00,1,1228.88
453,5753,104,2023-01-19 20:00:00,1,826.46
454,4486,113,2023-01-19 21:00:00,4,945.12
455,6066,143,2023-01-19 22:00:00,2,2251.22
456,9225,108,2023-01-19 23:00:00,2,655.28
457,7302,115,2023-01-20 00:00:00,2,1503.5
458,248,130,2023-01-20 01:00:00,3,4496.01
459,7653,106,2023-01-20 02:00:00,1,269.31
460,228,126,2023-01-20 03:00:00,4,2954.4
461,1689,127,2023-01-20 04:00:00,4,4767.6
462,8304,128,2023-01-20 05:00:00,3,4144.89
463,1052,115,2023-01-20 06:00:00,1,751.75
464,9995,101,2023-01-20 07:00:00,1,519.76
465,9002,114,2023-01-20 08:00:00,2,2831.04
466,8382,135,2023-01-20 09:00:00,2,1943.52
467,7427,146,2023-01-20 10:00:00,2,3462.8
468,1935,136,2023-01-20 11:00:00,1,437.36
469,2686,120,2023-01-20 12:00:00,4,1234.56
470,199,112,2023-01-20 13:00:00,4,4257.32
471,4760,134,2023-01-20 14:00:00,4,4462.44
472,8545,131,2023-01-20 15:00:00,2,3359.86
473,9643,134,2023-01-20 16:00:00,4,4462.44
474,8986,148,2023-01-20 17:00:00,1,1419.4
475,8766,115,2023-01-20 18:00:00,3,2255.25
476,919,116,2023-01-20 19:00:00,2,1556.56
477,712,128,2023-01-20 20:00:00,2,2763.26
478,6535,125,2023-01-20 21:00:00,4,3805.28
479,7412,115,2023-01-20 22:00:00,1,751.75
480,2135,142,2023-01-20 23:00:00,3,3541.59
481,6347,110,2023-01-21 00:00:00,2,3936.92
482,2585,131,2023-01-21 01:00:00,1,1679.93
483,6084,123,2023-01-21 02:00:00,1,1945.36
484,2364,120,2023-01-21 03:00:00,4,1234.56
485,1979,139,2023-01-21 04:00:00,4,640.68
486,8648,131,2023-01-21 05:00:00,4,6719.72
487,3810,107,2023-01-21 06:00:00,2,3402.24
488,6906,145,2023-01-21 07:00:00,1,1082.69
489,8104,149,2023-01-21 08:00:00,1,1416.39
490,236,113,2023-01-21 09:00:00,1,236.28
491,1736,138,2023-01-21 10:00:00,3,4345.4400000000005
492,6008,140,2023-01-21 11:00:00,2,831.94
493,6382,126,2023-01-21 12:00:00,4,2954.4
494,9547,149,2023-01-21 13:00:00,4,5665.56
495,4835,112,2023-01-21 14:00:00,4,4257.32
496,74,123,2023-01-21 15:00:00,2,3890.72
497,4517,144,2023-01-21 16:00:00,3,2524.59
498,6865,102,2023-01-21 17:00:00,2,1457.46
499,5710,116,2023-01-21 18:00:00,2,1556.56
500,3681,150,2023-01-21 19:00:00,3,3417.12
501,3961,123,2023-01-21 20:00:00,1,1945.36
502,1039,143,2023-01-21 21:00:00,3,3376.83
503,5505,125,2023-01-21 22:00:00,4,3805.28
504,9914,142,2023-01-21 23:00:00,3,3541.59
505,9230,137,2023-01-22 00:00:00,2,2776.2
506,6936,112,2023-01-22 01:00:00,2,2128.66
507,2844,110,2023-01-22 02:00:00,1,1968.46
508,6784,147,2023-01-22 03:00:00,1,643.77
509,6820,127,2023-01-22 04:00:00,3,3575.7000000000003
510,9674,127,2023-01-22 05:00:00,4,4767.6
511,1472,150,2023-01-22 06:00:00,3,3417.12
512,9527,111,2023-01-22 07:00:00,3,1429.68
513,8357,105,2023-01-22 08:00:00,3,4171.92
514,7365,130,2023-01-22 09:00:00,4,5994.68
515,2818,129,2023-01-22 10:00:00,1,615.88
516,1347,117,2023-01-22 11:00:00,3,3481.71
517,3380,117,2023-01-22 12:00:00,2,2321.14
